consph.mtx,83334,83334,6010480,463845030,71776119061217280,0.000000,329.460999,10.195000,4.584000,0.247000
cop20k_A.mtx,121192,121192,2624331,79883385,71776119061217280,0.000000,3383.008057,11.301000,4.637000,2.778000
gupta3.mtx,16783,16783,9323427,30715971817,71776119061217280,0.000000,7884.933105,10.572000,4.541000,1.295000
mac_econ_fwd500.mtx,206500,206500,1273389,7556897,71776119061217280,0.000000,320.990997,26.649000,4.609000,27.548000
pdb1HYS.mtx,36417,36417,4344765,555322659,71776119061217280,0.000000,256.477997,13.696000,4.573000,6.067000
pkustk12.mtx,94653,94653,7512317,2680479077,71776119061217280,0.000000,1603.598999,10.221000,4.570000,0.210000
rma10.mtx,46835,46835,2374001,156480259,71776119061217280,0.000000,95.368996,10.097000,4.574000,0.409000
webbase-1M.mtx,1000005,1000005,3105536,69524195,71776119061217280,0.000000,10732.093750,10.477000,4.570000,0.938000
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,488.151001,45.976002,4.575000,28.728001
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,71776119061217280,0.000000,3316.285156,10.170000,4.537000,1.373000
af_shell10.mtx,1508065,1508065,52672325,1840916875,71776119061217280,0.000000,1007.098022,10.293000,4.615000,0.844000
cant.mtx,62451,62451,4007383,269486473,71776119061217280,0.000000,108.424004,10.219000,6.717000,0.635000
case39.mtx,40216,40216,1042160,4048569774,71776119061217280,0.000000,4455.991211,10.008000,4.538000,0.432000
conf5_4-8x8-05.mtx,49152,49152,1916928,74760192,71776119061217280,0.000000,163.320999,22.448000,4.577000,22.527000
consph.mtx,83334,83334,6010480,463845030,71776119061217280,0.000000,329.213989,10.114000,4.535000,0.277000
cop20k_A.mtx,121192,121192,2624331,79883385,71776119061217280,0.000000,3416.716064,11.739000,4.569000,2.530000
gupta3.mtx,16783,16783,9323427,30715971817,71776119061217280,0.000000,7889.181152,10.723000,4.593000,1.377000
mac_econ_fwd500.mtx,206500,206500,1273389,7556897,71776119061217280,0.000000,319.188995,48.387001,4.592000,27.141001
mc2depi.mtx,525825,525825,2100225,8391680,71776119061217280,0.000000,338.934998,10.289000,4.568000,1.051000
pdb1HYS.mtx,36417,36417,4344765,555322659,71776119061217280,0.000000,256.429016,12.898000,4.558000,6.022000
pkustk12.mtx,94653,94653,7512317,2680479077,71776119061217280,0.000000,1609.012939,10.243000,4.558000,0.242000
pwtk.mtx,217918,217918,11634424,626054402,71776119061217280,0.000000,192.014999,12.455000,4.564000,6.476000
rma10.mtx,46835,46835,2374001,156480259,71776119061217280,0.000000,95.768997,10.090000,4.553000,0.555000
scircuit.mtx,170998,170998,958936,8676313,71776119061217280,0.000000,487.977997,24.538000,4.870000,15.891000
scircuit.mtx,170998,170998,958936,8676313,71776119061217280,0.000000,487.970001,19.767000,4.579000,15.190000
